"plot","site","alt","long_garmin","lat_garmin","x_garmin","y_garmin","z_garmin","x_trimble","y_trimble","z_trimble","x_diff","y_diff","date","inclin_down","inclin_dir","X","x","y","z","long","lat","location"
"P103",4,100,-50.919814,64.673653,503827.3728,7172087.081,101.265984,NA,NA,NA,NA,NA,"2011-07-11",14,24,NA,503827.3728,7172087.081,101.265984,-50.9198140004812,64.6736529980842,"<Point><coordinates>-50.9198140004812,64.6736529980842,101.265984</coordinates></Point>"
"P104",4,100,-50.919979,64.67363,503819.5004,7172084.508,100.288925,NA,NA,NA,NA,NA,"2011-07-11",14,115,NA,503819.5004,7172084.508,100.288925,-50.9199790003399,64.6736299993555,"<Point><coordinates>-50.9199790003399,64.6736299993555,100.288925</coordinates></Point>"
"P105",4,100,-50.92016,64.673595,503810.866,7172080.597,100.025131,NA,NA,NA,NA,NA,"2011-07-11",32,10,NA,503810.866,7172080.597,100.025131,-50.9201599995862,64.6735950029384,"<Point><coordinates>-50.9201599995862,64.6735950029384,100.025131</coordinates></Point>"
"P106",4,100,-50.92041,64.67359,503798.9339,7172080.024,100.114204,NA,NA,NA,NA,NA,"2011-07-11",24,40,NA,503798.9339,7172080.024,100.114204,-50.9204099992437,64.6735899959515,"<Point><coordinates>-50.9204099992437,64.6735899959515,100.114204</coordinates></Point>"
"P107",4,100,-50.920607,64.673575,503789.5329,7172078.341,99.484184,NA,NA,NA,NA,NA,"2011-07-11",32,30,NA,503789.5329,7172078.341,99.484184,-50.9206069999065,64.6735749998731,"<Point><coordinates>-50.9206069999065,64.6735749998731,99.484184</coordinates></Point>"
"P108",4,100,-50.920899,64.673562,503775.5972,7172076.875,99.069489,NA,NA,NA,NA,NA,"2011-07-11",18,32,NA,503775.5972,7172076.875,99.069489,-50.9208989992166,64.6735620015206,"<Point><coordinates>-50.9208989992166,64.6735620015206,99.069489</coordinates></Point>"
"P109",4,200,-50.935036,64.679207,503100.1746,7172705.204,199.356857,NA,NA,NA,NA,NA,"2011-07-11",45,250,NA,503100.1746,7172705.204,199.356857,-50.9350359996923,64.6792069981873,"<Point><coordinates>-50.9350359996923,64.6792069981873,199.356857</coordinates></Point>"
"P110",4,200,-50.934782,64.679131,503112.3045,7172696.747,200.54834,NA,NA,NA,NA,NA,"2011-07-11",38,225,NA,503112.3045,7172696.747,200.54834,-50.9347820007965,64.6791310002481,"<Point><coordinates>-50.9347820007965,64.6791310002481,200.54834</coordinates></Point>"
"P111",4,200,-50.934626,64.679084,503119.7545,7172691.517,200.314743,NA,NA,NA,NA,NA,"2011-07-11",38,247,NA,503119.7545,7172691.517,200.314743,-50.9346260000194,64.6790840016616,"<Point><coordinates>-50.9346260000194,64.6790840016616,200.314743</coordinates></Point>"
"P112",4,200,-50.934428,64.678988,503129.2145,7172680.828,200.874664,NA,NA,NA,NA,NA,"2011-07-11",43,242,NA,503129.2145,7172680.828,200.874664,-50.9344279989708,64.6789879996787,"<Point><coordinates>-50.9344279989708,64.6789879996787,200.874664</coordinates></Point>"
"P113",4,200,-50.934111,64.679016,503144.339,7172683.964,200.987778,NA,NA,NA,NA,NA,"2011-07-11",36,235,NA,503144.339,7172683.964,200.987778,-50.9341110003462,64.6790159988295,"<Point><coordinates>-50.9341110003462,64.6790159988295,200.987778</coordinates></Point>"
"P114",4,200,-50.933883,64.679047,503155.216,7172687.43,200.792816,NA,NA,NA,NA,NA,"2011-07-11",26,180,NA,503155.216,7172687.43,200.792816,-50.9338829993944,64.6790469982327,"<Point><coordinates>-50.9338829993944,64.6790469982327,200.792816</coordinates></Point>"
"P115",4,200,-50.944259,64.677844,502660.1736,7172552.888,198.938858,NA,NA,NA,NA,NA,"2011-07-11",21,180,NA,502660.1736,7172552.888,198.938858,-50.9442589992617,64.6778439986297,"<Point><coordinates>-50.9442589992617,64.6778439986297,198.938858</coordinates></Point>"
"P116",4,200,-50.944142,64.677905,502665.7513,7172559.691,199.887772,NA,NA,NA,NA,NA,"2011-07-11",36,135,NA,502665.7513,7172559.691,199.887772,-50.9441419991643,64.6779049991217,"<Point><coordinates>-50.9441419991643,64.6779049991217,199.887772</coordinates></Point>"
"P117",4,200,-50.944011,64.677977,502671.996,7172567.721,199.854416,NA,NA,NA,NA,NA,"2011-07-11",36,188,NA,502671.996,7172567.721,199.854416,-50.9440109995275,64.6779770043277,"<Point><coordinates>-50.9440109995275,64.6779770043277,199.854416</coordinates></Point>"
"P118",4,200,-50.943916,64.678069,502676.5206,7172577.977,200.19223,NA,NA,NA,NA,NA,"2011-07-11",20,163,NA,502676.5206,7172577.977,200.19223,-50.9439160009729,64.6780689973788,"<Point><coordinates>-50.9439160009729,64.6780689973788,200.19223</coordinates></Point>"
"P119",4,200,-50.943857,64.678153,502679.328,7172587.341,201.143982,NA,NA,NA,NA,NA,"2011-07-11",24,145,NA,502679.328,7172587.341,201.143982,-50.943857000759,64.6781529999429,"<Point><coordinates>-50.943857000759,64.6781529999429,201.143982</coordinates></Point>"
"P120",4,200,-50.943772,64.678232,502683.3767,7172596.149,200.522202,NA,NA,NA,NA,NA,"2011-07-11",45,186,NA,502683.3767,7172596.149,200.522202,-50.9437720000823,64.6782320035156,"<Point><coordinates>-50.9437720000823,64.6782320035156,200.522202</coordinates></Point>"
"P121",4,200,-50.939833,64.683248,502870.8275,7173155.32,198.558899,NA,NA,NA,NA,NA,"2011-07-11",22,230,NA,502870.8275,7173155.32,198.558899,-50.9398329997248,64.6832479996444,"<Point><coordinates>-50.9398329997248,64.6832479996444,198.558899</coordinates></Point>"
"P122",4,200,-50.940078,64.683278,502859.1343,7173158.652,198.619705,NA,NA,NA,NA,NA,"2011-07-11",44,226,NA,502859.1343,7173158.652,198.619705,-50.9400780004335,64.683277997658,"<Point><coordinates>-50.9400780004335,64.683277997658,198.619705</coordinates></Point>"
"P123",4,200,-50.940213,64.683326,502852.6879,7173163.995,198.629105,NA,NA,NA,NA,NA,"2011-07-11",18,222,NA,502852.6879,7173163.995,198.629105,-50.9402129989626,64.6833259959503,"<Point><coordinates>-50.9402129989626,64.6833259959503,198.629105</coordinates></Point>"
"P124",4,200,-50.94033,64.683389,502847.0987,7173171.011,199.00679,NA,NA,NA,NA,NA,"2011-07-11",12,263,NA,502847.0987,7173171.011,199.00679,-50.9403299996323,64.6833889989988,"<Point><coordinates>-50.9403299996323,64.6833889989988,199.00679</coordinates></Point>"
"P125",4,200,-50.940227,64.683497,502852.0019,7173183.052,199.205841,NA,NA,NA,NA,NA,"2011-07-11",38,322,NA,502852.0019,7173183.052,199.205841,-50.9402269995797,64.6834970035281,"<Point><coordinates>-50.9402269995797,64.6834970035281,199.205841</coordinates></Point>"
"P126",4,200,-50.940138,64.683581,502856.2396,7173192.417,199.204422,NA,NA,NA,NA,NA,"2011-07-11",40,333,NA,502856.2396,7173192.417,199.204422,-50.9401379994449,64.6835810014122,"<Point><coordinates>-50.9401379994449,64.6835810014122,199.204422</coordinates></Point>"
"P127",4,300,NA,NA,503070.1512,7173322.792,294.342133,NA,NA,NA,NA,NA,"2012-07-27",22,180,NA,503070.1512,7173322.792,294.342133,-50.9356519996602,64.6847489979994,"<Point><coordinates>-50.9356519996602,64.6847489979994,294.342133</coordinates></Point>"
"P128",4,300,NA,NA,503059.2663,7173329.356,294.702484,NA,NA,NA,NA,NA,"2012-07-27",26,260,NA,503059.2663,7173329.356,294.702484,-50.9358799994153,64.6848079968803,"<Point><coordinates>-50.9358799994153,64.6848079968803,294.702484</coordinates></Point>"
"P129",4,300,NA,NA,503058.3008,7173340.5,294.170013,NA,NA,NA,NA,NA,"2012-07-27",31,332,NA,503058.3008,7173340.5,294.170013,-50.9358999993645,64.6849080026637,"<Point><coordinates>-50.9358999993645,64.6849080026637,294.170013</coordinates></Point>"
"P130",4,300,NA,NA,503066.543,7173352.21,294.425629,NA,NA,NA,NA,NA,"2012-07-27",26,348,NA,503066.543,7173352.21,294.425629,-50.9357269994486,64.6850130036004,"<Point><coordinates>-50.9357269994486,64.6850130036004,294.425629</coordinates></Point>"
"P131",4,300,NA,NA,503064.3374,7173362.906,295.229065,NA,NA,NA,NA,NA,"2012-07-27",23,341,NA,503064.3374,7173362.906,295.229065,-50.9357730003678,64.6851090006993,"<Point><coordinates>-50.9357730003678,64.6851090006993,295.229065</coordinates></Point>"
"P132",4,300,NA,NA,503065.376,7173373.828,296.09671,NA,NA,NA,NA,NA,"2012-07-27",8,275,NA,503065.376,7173373.828,296.09671,-50.9357509997908,64.6852069962261,"<Point><coordinates>-50.9357509997908,64.6852069962261,296.09671</coordinates></Point>"
